lib,ttft_ms,cdf
nccl,34.0,9.294544102611767e-05
nccl,37.0,0.00018589088205223534
nccl,43.0,0.000278836323078353
nccl,43.0,0.0003717817641044707
nccl,44.0,0.00046472720513058836
nccl,45.0,0.000557672646156706
nccl,45.0,0.0006506180871828237
nccl,46.0,0.0007435635282089414
nccl,46.0,0.000836508969235059
nccl,46.0,0.0009294544102611767
nccl,50.0,0.0010223998512872944
nccl,51.0,0.001115345292313412
nccl,52.0,0.0012082907333395296
nccl,53.0,0.0013012361743656475
nccl,53.0,0.001394181615391765
nccl,53.0,0.0014871270564178827
nccl,53.0,0.0015800724974440003
nccl,53.0,0.001673017938470118
nccl,54.0,0.0017659633794962356
nccl,54.0,0.0018589088205223534
nccl,55.0,0.001951854261548471
nccl,55.0,0.0020447997025745887
nccl,55.0,0.0021377451436007063
nccl,55.0,0.002230690584626824
nccl,55.0,0.0023236360256529416
nccl,55.0,0.0024165814666790592
nccl,55.0,0.002509526907705177
nccl,55.0,0.002602472348731295
nccl,55.0,0.0026954177897574125
nccl,55.0,0.00278836323078353
nccl,55.0,0.002881308671809648
nccl,55.0,0.0029742541128357654
nccl,55.0,0.003067199553861883
nccl,56.0,0.0031601449948880007
nccl,56.0,0.0032530904359141183
nccl,56.0,0.003346035876940236
nccl,56.0,0.0034389813179663536
nccl,56.0,0.003531926758992471
nccl,56.0,0.0036248722000185893
nccl,56.0,0.003717817641044707
nccl,56.0,0.0038107630820708245
nccl,56.0,0.003903708523096942
nccl,56.0,0.003996653964123059
nccl,56.0,0.004089599405149177
nccl,56.0,0.0041825448461752955
nccl,56.0,0.004275490287201413
nccl,56.0,0.004368435728227531
nccl,56.0,0.004461381169253648
nccl,56.0,0.004554326610279766
nccl,57.0,0.004647272051305883
nccl,57.0,0.004740217492332001
nccl,57.0,0.0048331629333581184
nccl,57.0,0.0049261083743842365
nccl,57.0,0.005019053815410354
nccl,57.0,0.005111999256436472
nccl,57.0,0.00520494469746259
nccl,57.0,0.005297890138488707
nccl,57.0,0.005390835579514825
nccl,57.0,0.005483781020540942
nccl,57.0,0.00557672646156706
nccl,57.0,0.0056696719025931775
nccl,57.0,0.005762617343619296
nccl,57.0,0.005855562784645413
nccl,57.0,0.005948508225671531
nccl,57.0,0.006041453666697648
nccl,57.0,0.006134399107723766
nccl,57.0,0.006227344548749884
nccl,57.0,0.006320289989776001
nccl,57.0,0.0064132354308021194
nccl,58.0,0.006506180871828237
nccl,58.0,0.006599126312854355
nccl,59.0,0.006692071753880472
nccl,60.0,0.00678501719490659
nccl,61.0,0.006877962635932707
nccl,63.0,0.006970908076958825
nccl,63.0,0.007063853517984942
nccl,63.0,0.0071567989590110605
nccl,63.0,0.0072497444000371785
nccl,63.0,0.007342689841063296
nccl,64.0,0.007435635282089414
nccl,64.0,0.007528580723115531
nccl,64.0,0.007621526164141649
nccl,64.0,0.007714471605167766
nccl,64.0,0.007807417046193884
nccl,64.0,0.007900362487220002
nccl,64.0,0.007993307928246119
nccl,64.0,0.008086253369272238
nccl,64.0,0.008179198810298355
nccl,64.0,0.008272144251324472
nccl,64.0,0.008365089692350591
nccl,64.0,0.008458035133376708
nccl,64.0,0.008550980574402825
nccl,64.0,0.008643926015428943
nccl,64.0,0.008736871456455061
nccl,64.0,0.008829816897481179
nccl,64.0,0.008922762338507296
nccl,64.0,0.009015707779533413
nccl,64.0,0.009108653220559532
nccl,64.0,0.00920159866158565
nccl,64.0,0.009294544102611766
nccl,64.0,0.009387489543637885
nccl,65.0,0.009480434984664003
nccl,65.0,0.00957338042569012
nccl,65.0,0.009666325866716237
nccl,65.0,0.009759271307742356
nccl,65.0,0.009852216748768473
nccl,65.0,0.00994516218979459
nccl,65.0,0.010038107630820707
nccl,65.0,0.010131053071846826
nccl,65.0,0.010223998512872944
nccl,65.0,0.01031694395389906
nccl,65.0,0.01040988939492518
nccl,65.0,0.010502834835951297
nccl,65.0,0.010595780276977414
nccl,65.0,0.010688725718003531
nccl,65.0,0.01078167115902965
nccl,65.0,0.010874616600055767
nccl,65.0,0.010967562041081885
nccl,65.0,0.011060507482108002
nccl,65.0,0.01115345292313412
nccl,65.0,0.011246398364160238
nccl,65.0,0.011339343805186355
nccl,65.0,0.011432289246212474
nccl,65.0,0.011525234687238591
nccl,66.0,0.011618180128264708
nccl,66.0,0.011711125569290826
nccl,66.0,0.011804071010316945
nccl,66.0,0.011897016451343062
nccl,66.0,0.011989961892369179
nccl,66.0,0.012082907333395296
nccl,67.0,0.012175852774421415
nccl,67.0,0.012268798215447532
nccl,67.0,0.01236174365647365
nccl,67.0,0.012454689097499768
nccl,67.0,0.012547634538525886
nccl,67.0,0.012640579979552003
nccl,67.0,0.01273352542057812
nccl,67.0,0.012826470861604239
nccl,67.0,0.012919416302630356
nccl,67.0,0.013012361743656473
nccl,67.0,0.01310530718468259
nccl,67.0,0.01319825262570871
nccl,67.0,0.013291198066734827
nccl,67.0,0.013384143507760944
nccl,67.0,0.013477088948787063
nccl,67.0,0.01357003438981318
nccl,67.0,0.013662979830839297
nccl,67.0,0.013755925271865414
nccl,67.0,0.013848870712891533
nccl,68.0,0.01394181615391765
nccl,68.0,0.014034761594943768
nccl,68.0,0.014127707035969885
nccl,68.0,0.014220652476996004
nccl,68.0,0.014313597918022121
nccl,68.0,0.014406543359048238
nccl,68.0,0.014499488800074357
nccl,68.0,0.014592434241100474
nccl,68.0,0.014685379682126591
nccl,68.0,0.014778325123152709
nccl,68.0,0.014871270564178828
nccl,68.0,0.014964216005204945
nccl,68.0,0.015057161446231062
nccl,68.0,0.01515010688725718
nccl,68.0,0.015243052328283298
nccl,68.0,0.015335997769309415
nccl,68.0,0.015428943210335532
nccl,69.0,0.015521888651361651
nccl,69.0,0.015614834092387769
nccl,69.0,0.015707779533413888
nccl,69.0,0.015800724974440003
nccl,69.0,0.015893670415466122
nccl,69.0,0.015986615856492237
nccl,69.0,0.016079561297518356
nccl,69.0,0.016172506738544475
nccl,70.0,0.01626545217957059
nccl,70.0,0.01635839762059671
nccl,70.0,0.01645134306162283
nccl,70.0,0.016544288502648944
nccl,70.0,0.016637233943675063
nccl,70.0,0.016730179384701182
nccl,71.0,0.016823124825727297
nccl,72.0,0.016916070266753416
nccl,72.0,0.017009015707779532
nccl,74.0,0.01710196114880565
nccl,74.0,0.01719490658983177
nccl,75.0,0.017287852030857885
nccl,75.0,0.017380797471884004
nccl,75.0,0.017473742912910123
nccl,75.0,0.01756668835393624
nccl,76.0,0.017659633794962357
nccl,76.0,0.017752579235988476
nccl,77.0,0.01784552467701459
nccl,78.0,0.01793847011804071
nccl,78.0,0.018031415559066826
nccl,78.0,0.018124361000092945
nccl,79.0,0.018217306441119064
nccl,80.0,0.01831025188214518
nccl,80.0,0.0184031973231713
nccl,80.0,0.018496142764197417
nccl,81.0,0.018589088205223533
nccl,81.0,0.01868203364624965
nccl,81.0,0.01877497908727577
nccl,81.0,0.018867924528301886
nccl,81.0,0.018960869969328005
nccl,81.0,0.01905381541035412
nccl,81.0,0.01914676085138024
nccl,81.0,0.01923970629240636
nccl,81.0,0.019332651733432474
nccl,81.0,0.019425597174458593
nccl,82.0,0.01951854261548471
nccl,82.0,0.019611488056510827
nccl,82.0,0.019704433497536946
nccl,82.0,0.019797378938563065
nccl,83.0,0.01989032437958918
