lib,ttft_ms,cdf
pickle,75.0,0.017287852030857885
pickle,75.0,0.017380797471884004
pickle,75.0,0.017473742912910123
pickle,75.0,0.01756668835393624
pickle,76.0,0.017659633794962357
pickle,76.0,0.017752579235988476
pickle,77.0,0.01784552467701459
pickle,78.0,0.01793847011804071
pickle,78.0,0.018031415559066826
pickle,78.0,0.018124361000092945
pickle,79.0,0.018217306441119064
pickle,80.0,0.01831025188214518
pickle,80.0,0.0184031973231713
pickle,80.0,0.018496142764197417
pickle,81.0,0.018589088205223533
pickle,81.0,0.01868203364624965
pickle,81.0,0.01877497908727577
pickle,81.0,0.018867924528301886
pickle,81.0,0.018960869969328005
pickle,81.0,0.01905381541035412
pickle,81.0,0.01914676085138024
pickle,81.0,0.01923970629240636
pickle,81.0,0.019332651733432474
pickle,81.0,0.019425597174458593
pickle,82.0,0.01951854261548471
pickle,82.0,0.019611488056510827
pickle,82.0,0.019704433497536946
pickle,82.0,0.019797378938563065
pickle,83.0,0.01989032437958918
pickle,83.0,0.0199832698206153
pickle,83.0,0.020076215261641415
pickle,84.0,0.020169160702667534
pickle,84.0,0.020262106143693653
pickle,84.0,0.020355051584719768
pickle,84.0,0.020447997025745887
pickle,84.0,0.020540942466772006
pickle,84.0,0.02063388790779812
pickle,85.0,0.02072683334882424
pickle,85.0,0.02081977878985036
pickle,85.0,0.020912724230876475
pickle,86.0,0.021005669671902594
pickle,86.0,0.02109861511292871
pickle,87.0,0.021191560553954828
pickle,87.0,0.021284505994980947
pickle,87.0,0.021377451436007062
pickle,87.0,0.02147039687703318
pickle,87.0,0.0215633423180593
pickle,88.0,0.021656287759085416
pickle,88.0,0.021749233200111535
pickle,89.0,0.021842178641137654
pickle,89.0,0.02193512408216377
pickle,90.0,0.022028069523189888
pickle,90.0,0.022121014964216004
pickle,90.0,0.022213960405242122
pickle,91.0,0.02230690584626824
pickle,91.0,0.022399851287294357
pickle,91.0,0.022492796728320476
pickle,91.0,0.022585742169346595
pickle,92.0,0.02267868761037271
pickle,92.0,0.02277163305139883
pickle,92.0,0.022864578492424948
pickle,92.0,0.022957523933451063
pickle,92.0,0.023050469374477182
pickle,92.0,0.023143414815503298
pickle,93.0,0.023236360256529417
pickle,94.0,0.023329305697555536
pickle,94.0,0.02342225113858165
pickle,95.0,0.02351519657960777
pickle,95.0,0.02360814202063389
pickle,96.0,0.023701087461660005
pickle,96.0,0.023794032902686123
pickle,98.0,0.023886978343712242
pickle,98.0,0.023979923784738358
pickle,99.0,0.024072869225764477
pickle,99.0,0.024165814666790592
pickle,100.0,0.02425876010781671
pickle,100.0,0.02435170554884283
pickle,101.0,0.024444650989868946
pickle,101.0,0.024537596430895064
pickle,102.0,0.024630541871921183
pickle,103.0,0.0247234873129473
pickle,104.0,0.024816432753973418
pickle,104.0,0.024909378194999537
pickle,104.0,0.025002323636025652
pickle,104.0,0.02509526907705177
pickle,104.0,0.025188214518077887
pickle,105.0,0.025281159959104006
pickle,105.0,0.025374105400130124
pickle,106.0,0.02546705084115624
pickle,106.0,0.02555999628218236
pickle,106.0,0.025652941723208478
pickle,107.0,0.025745887164234593
pickle,107.0,0.025838832605260712
pickle,108.0,0.02593177804628683
pickle,108.0,0.026024723487312947
pickle,109.0,0.026117668928339065
pickle,109.0,0.02621061436936518
pickle,109.0,0.0263035598103913
pickle,109.0,0.02639650525141742
pickle,109.0,0.026489450692443534
pickle,110.0,0.026582396133469653
pickle,110.0,0.026675341574495772
pickle,110.0,0.026768287015521888
pickle,111.0,0.026861232456548007
pickle,111.0,0.026954177897574125
pickle,111.0,0.02704712333860024
pickle,111.0,0.02714006877962636
pickle,111.0,0.027233014220652475
pickle,111.0,0.027325959661678594
pickle,111.0,0.027418905102704713
pickle,111.0,0.02751185054373083
pickle,112.0,0.027604795984756948
pickle,112.0,0.027697741425783066
pickle,112.0,0.027790686866809182
pickle,112.0,0.0278836323078353
pickle,112.0,0.02797657774886142
pickle,112.0,0.028069523189887535
pickle,112.0,0.028162468630913654
pickle,112.0,0.02825541407193977
pickle,112.0,0.02834835951296589
pickle,113.0,0.028441304953992008
pickle,113.0,0.028534250395018123
pickle,113.0,0.028627195836044242
pickle,113.0,0.02872014127707036
pickle,114.0,0.028813086718096476
pickle,114.0,0.028906032159122595
pickle,114.0,0.028998977600148714
pickle,114.0,0.02909192304117483
pickle,115.0,0.02918486848220095
pickle,115.0,0.029277813923227064
pickle,115.0,0.029370759364253183
pickle,115.0,0.029463704805279302
pickle,115.0,0.029556650246305417
pickle,116.0,0.029649595687331536
pickle,116.0,0.029742541128357655
pickle,116.0,0.02983548656938377
pickle,116.0,0.02992843201040989
pickle,117.0,0.03002137745143601
pickle,117.0,0.030114322892462124
pickle,117.0,0.030207268333488243
pickle,117.0,0.03030021377451436
pickle,118.0,0.030393159215540477
pickle,118.0,0.030486104656566596
pickle,118.0,0.03057905009759271
pickle,119.0,0.03067199553861883
pickle,119.0,0.03076494097964495
pickle,119.0,0.030857886420671065
pickle,119.0,0.030950831861697184
pickle,120.0,0.031043777302723303
pickle,120.0,0.03113672274374942
pickle,120.0,0.031229668184775537
pickle,120.0,0.03132261362580165
pickle,121.0,0.031415559066827775
pickle,122.0,0.03150850450785389
pickle,122.0,0.031601449948880006
pickle,122.0,0.03169439538990613
pickle,123.0,0.031787340830932244
pickle,123.0,0.03188028627195836
pickle,123.0,0.031973231712984475
pickle,123.0,0.0320661771540106
pickle,125.0,0.03215912259503671
pickle,125.0,0.03225206803606283
pickle,125.0,0.03234501347708895
pickle,125.0,0.032437958918115066
pickle,126.0,0.03253090435914118
pickle,126.0,0.032623849800167304
pickle,126.0,0.03271679524119342
pickle,126.0,0.032809740682219535
pickle,126.0,0.03290268612324566
pickle,126.0,0.03299563156427177
pickle,127.0,0.03308857700529789
pickle,127.0,0.03318152244632401
pickle,127.0,0.033274467887350126
pickle,127.0,0.03336741332837624
pickle,127.0,0.033460358769402364
pickle,128.0,0.03355330421042848
pickle,128.0,0.033646249651454595
pickle,129.0,0.03373919509248072
pickle,129.0,0.03383214053350683
pickle,129.0,0.03392508597453295
pickle,129.0,0.034018031415559064
pickle,129.0,0.034110976856585186
pickle,129.0,0.0342039222976113
pickle,129.0,0.03429686773863742
pickle,129.0,0.03438981317966354
pickle,129.0,0.034482758620689655
pickle,129.0,0.03457570406171577
pickle,130.0,0.03466864950274189
pickle,130.0,0.03476159494376801
pickle,130.0,0.034854540384794123
pickle,130.0,0.034947485825820246
pickle,130.0,0.03504043126684636
pickle,130.0,0.03513337670787248
pickle,131.0,0.0352263221488986
pickle,131.0,0.035319267589924715
pickle,131.0,0.03541221303095083
pickle,132.0,0.03550515847197695
pickle,132.0,0.03559810391300307
pickle,132.0,0.03569104935402918
pickle,132.0,0.035783994795055306
pickle,132.0,0.03587694023608142
pickle,133.0,0.03596988567710754
pickle,133.0,0.03606283111813365
pickle,133.0,0.036155776559159775
pickle,133.0,0.03624872200018589
pickle,133.0,0.036341667441212006
pickle,133.0,0.03643461288223813
pickle,134.0,0.03652755832326424
pickle,134.0,0.03662050376429036
pickle,135.0,0.03671344920531648
pickle,135.0,0.0368063946463426
pickle,136.0,0.03689934008736871
pickle,136.0,0.036992285528394835
pickle,136.0,0.03708523096942095
pickle,136.0,0.037178176410447066
pickle,136.0,0.03727112185147319
pickle,136.0,0.0373640672924993
pickle,137.0,0.03745701273352542
pickle,137.0,0.03754995817455154
pickle,137.0,0.03764290361557766
pickle,138.0,0.03773584905660377
pickle,138.0,0.037828794497629895
pickle,138.0,0.03792173993865601
pickle,138.0,0.038014685379682125
pickle,139.0,0.03810763082070824
pickle,139.0,0.03820057626173436
pickle,139.0,0.03829352170276048
pickle,139.0,0.038386467143786594
pickle,140.0,0.03847941258481272
pickle,140.0,0.03857235802583883
pickle,141.0,0.03866530346686495
pickle,141.0,0.03875824890789107
pickle,142.0,0.038851194348917185
pickle,142.0,0.0389441397899433
pickle,142.0,0.03903708523096942
pickle,142.0,0.03913003067199554
pickle,143.0,0.039222976113021654
pickle,143.0,0.03931592155404778
pickle,143.0,0.03940886699507389
pickle,144.0,0.03950181243610001
pickle,144.0,0.03959475787712613
pickle,144.0,0.039687703318152245
pickle,145.0,0.03978064875917836
pickle,145.0,0.03987359420020448
pickle,145.0,0.0399665396412306
pickle,146.0,0.040059485082256714
pickle,146.0,0.04015243052328283
pickle,147.0,0.04024537596430895
pickle,147.0,0.04033832140533507
pickle,147.0,0.04043126684636118
pickle,147.0,0.040524212287387305
pickle,148.0,0.04061715772841342
pickle,148.0,0.040710103169439536
pickle,148.0,0.04080304861046566
pickle,149.0,0.040895994051491774
pickle,149.0,0.04098893949251789
pickle,150.0,0.04108188493354401
pickle,150.0,0.04117483037457013
pickle,150.0,0.04126777581559624
pickle,151.0,0.041360721256622365
pickle,152.0,0.04145366669764848
pickle,152.0,0.041546612138674596
pickle,153.0,0.04163955757970072
pickle,153.0,0.041732503020726834
pickle,154.0,0.04182544846175295
pickle,154.0,0.04191839390277907
pickle,154.0,0.04201133934380519
pickle,155.0,0.0421042847848313
pickle,155.0,0.04219723022585742
pickle,155.0,0.04229017566688354
pickle,155.0,0.042383121107909656
pickle,156.0,0.04247606654893577
pickle,156.0,0.042569011989961894
pickle,156.0,0.04266195743098801
pickle,156.0,0.042754902872014125
pickle,157.0,0.04284784831304025
pickle,157.0,0.04294079375406636
pickle,157.0,0.04303373919509248
pickle,157.0,0.0431266846361186
pickle,157.0,0.043219630077144716
pickle,157.0,0.04331257551817083
pickle,158.0,0.043405520959196954
pickle,158.0,0.04349846640022307
pickle,158.0,0.043591411841249185
pickle,158.0,0.04368435728227531
pickle,158.0,0.04377730272330142
pickle,158.0,0.04387024816432754
pickle,158.0,0.04396319360535366
pickle,158.0,0.044056139046379776
pickle,158.0,0.04414908448740589
pickle,158.0,0.04424202992843201
pickle,158.0,0.04433497536945813
pickle,159.0,0.044427920810484245
pickle,160.0,0.04452086625151036
pickle,160.0,0.04461381169253648
pickle,160.0,0.0447067571335626
pickle,160.0,0.044799702574588714
pickle,160.0,0.044892648015614836
pickle,161.0,0.04498559345664095
pickle,161.0,0.04507853889766707
pickle,161.0,0.04517148433869319
pickle,161.0,0.045264429779719305
pickle,162.0,0.04535737522074542
pickle,162.0,0.04545032066177154
pickle,163.0,0.04554326610279766
pickle,163.0,0.045636211543823774
pickle,164.0,0.045729156984849896
pickle,165.0,0.04582210242587601
pickle,165.0,0.04591504786690213
pickle,165.0,0.04600799330792825
pickle,165.0,0.046100938748954365
pickle,165.0,0.04619388418998048
pickle,165.0,0.046286829631006596
pickle,166.0,0.04637977507203272
pickle,166.0,0.046472720513058834
pickle,166.0,0.04656566595408495
pickle,166.0,0.04665861139511107
pickle,166.0,0.04675155683613719
pickle,167.0,0.0468445022771633
pickle,168.0,0.046937447718189425
pickle,168.0,0.04703039315921554
pickle,169.0,0.047123338600241656
pickle,169.0,0.04721628404126778
pickle,169.0,0.047309229482293894
pickle,169.0,0.04740217492332001
pickle,169.0,0.04749512036434613
pickle,169.0,0.04758806580537225
pickle,169.0,0.04768101124639836
pickle,170.0,0.047773956687424485
pickle,170.0,0.0478669021284506
pickle,170.0,0.047959847569476716
pickle,170.0,0.04805279301050284
pickle,172.0,0.048145738451528954
pickle,172.0,0.04823868389255507
pickle,172.0,0.048331629333581184
pickle,173.0,0.04842457477460731
pickle,173.0,0.04851752021563342
pickle,173.0,0.04861046565665954
pickle,173.0,0.04870341109768566
pickle,174.0,0.048796356538711776
pickle,174.0,0.04888930197973789
pickle,174.0,0.048982247420764014
pickle,174.0,0.04907519286179013
pickle,174.0,0.049168138302816244
pickle,174.0,0.04926108374384237
pickle,174.0,0.04935402918486848
pickle,174.0,0.0494469746258946
pickle,175.0,0.04953992006692072
pickle,176.0,0.049632865507946836
pickle,176.0,0.04972581094897295
pickle,176.0,0.04981875638999907
pickle,176.0,0.04991170183102519
pickle,176.0,0.050004647272051304
pickle,176.0,0.05009759271307743
pickle,176.0,0.05019053815410354
pickle,177.0,0.05028348359512966
pickle,177.0,0.05037642903615577
pickle,177.0,0.050469374477181896
pickle,177.0,0.05056231991820801
pickle,177.0,0.050655265359234126
pickle,177.0,0.05074821080026025
pickle,178.0,0.050841156241286364
pickle,178.0,0.05093410168231248
pickle,178.0,0.0510270471233386
pickle,178.0,0.05111999256436472
pickle,178.0,0.05121293800539083
pickle,178.0,0.051305883446416956
pickle,179.0,0.05139882888744307
pickle,179.0,0.051491774328469186
pickle,179.0,0.05158471976949531
pickle,180.0,0.051677665210521424
pickle,180.0,0.05177061065154754
pickle,180.0,0.05186355609257366
pickle,180.0,0.05195650153359978
pickle,181.0,0.05204944697462589
pickle,181.0,0.052142392415652015
pickle,182.0,0.05223533785667813
pickle,182.0,0.052328283297704246
pickle,182.0,0.05242122873873036
pickle,182.0,0.052514174179756484
pickle,182.0,0.0526071196207826
pickle,183.0,0.052700065061808715
pickle,183.0,0.05279301050283484
pickle,183.0,0.05288595594386095
pickle,183.0,0.05297890138488707
pickle,183.0,0.05307184682591319
pickle,183.0,0.053164792266939306
pickle,184.0,0.05325773770796542
pickle,184.0,0.053350683148991544
pickle,184.0,0.05344362859001766
pickle,184.0,0.053536574031043775
pickle,184.0,0.0536295194720699
pickle,185.0,0.05372246491309601
pickle,185.0,0.05381541035412213
pickle,186.0,0.05390835579514825
pickle,186.0,0.054001301236174366
pickle,186.0,0.05409424667720048
pickle,187.0,0.054187192118226604
pickle,187.0,0.05428013755925272
pickle,187.0,0.054373083000278835
pickle,187.0,0.05446602844130495
pickle,187.0,0.05455897388233107
pickle,187.0,0.05465191932335719
pickle,188.0,0.054744864764383304
pickle,188.0,0.054837810205409426
pickle,188.0,0.05493075564643554
pickle,188.0,0.05502370108746166
pickle,189.0,0.05511664652848778
pickle,189.0,0.055209591969513895
pickle,189.0,0.05530253741054001
pickle,189.0,0.05539548285156613
pickle,189.0,0.05548842829259225
pickle,189.0,0.055581373733618364
pickle,190.0,0.055674319174644486
pickle,190.0,0.0557672646156706
pickle,190.0,0.05586021005669672
pickle,191.0,0.05595315549772284
pickle,191.0,0.056046100938748955
pickle,191.0,0.05613904637977507
pickle,191.0,0.05623199182080119
pickle,192.0,0.05632493726182731
pickle,192.0,0.056417882702853424
pickle,192.0,0.05651082814387954
pickle,192.0,0.05660377358490566
pickle,193.0,0.05669671902593178
pickle,193.0,0.05678966446695789
pickle,193.0,0.056882609907984015
pickle,193.0,0.05697555534901013
pickle,193.0,0.057068500790036246
pickle,194.0,0.05716144623106237
pickle,194.0,0.057254391672088484
pickle,194.0,0.0573473371131146
pickle,194.0,0.05744028255414072
pickle,195.0,0.05753322799516684
pickle,195.0,0.05762617343619295
pickle,195.0,0.057719118877219075
pickle,195.0,0.05781206431824519
pickle,196.0,0.057905009759271306
pickle,196.0,0.05799795520029743
pickle,196.0,0.058090900641323544
pickle,196.0,0.05818384608234966
pickle,197.0,0.05827679152337578
pickle,197.0,0.0583697369644019
pickle,197.0,0.05846268240542801
pickle,198.0,0.05855562784645413
pickle,198.0,0.05864857328748025
pickle,198.0,0.058741518728506366
pickle,198.0,0.05883446416953248
pickle,198.0,0.058927409610558604
pickle,198.0,0.05902035505158472
pickle,198.0,0.059113300492610835
pickle,198.0,0.05920624593363696
pickle,198.0,0.05929919137466307
pickle,198.0,0.05939213681568919
pickle,199.0,0.05948508225671531
pickle,199.0,0.059578027697741426
pickle,199.0,0.05967097313876754
pickle,199.0,0.059763918579793664
pickle,199.0,0.05985686402081978
pickle,199.0,0.059949809461845895
pickle,199.0,0.06004275490287202
pickle,200.0,0.06013570034389813
pickle,200.0,0.06022864578492425
pickle,200.0,0.06032159122595037
pickle,201.0,0.060414536666976486
pickle,201.0,0.0605074821080026
pickle,201.0,0.06060042754902872
pickle,201.0,0.06069337299005484
pickle,201.0,0.060786318431080955
pickle,202.0,0.06087926387210707
pickle,202.0,0.06097220931313319
pickle,202.0,0.06106515475415931
pickle,202.0,0.06115810019518542
pickle,203.0,0.061251045636211546
pickle,204.0,0.06134399107723766
pickle,204.0,0.06143693651826378
pickle,204.0,0.0615298819592899
pickle,204.0,0.061622827400316015
pickle,204.0,0.06171577284134213
pickle,204.0,0.06180871828236825
pickle,204.0,0.06190166372339437
pickle,205.0,0.06199460916442048
pickle,205.0,0.062087554605446606
pickle,205.0,0.06218050004647272
pickle,205.0,0.06227344548749884
pickle,205.0,0.06236639092852496
pickle,205.0,0.062459336369551074
pickle,206.0,0.06255228181057719
pickle,206.0,0.0626452272516033
pickle,206.0,0.06273817269262942
pickle,206.0,0.06283111813365555
pickle,207.0,0.06292406357468167
pickle,207.0,0.06301700901570778
pickle,207.0,0.0631099544567339
pickle,208.0,0.06320289989776001
pickle,208.0,0.06329584533878613
pickle,208.0,0.06338879077981226
pickle,208.0,0.06348173622083837
pickle,208.0,0.06357468166186449
pickle,208.0,0.0636676271028906
pickle,209.0,0.06376057254391672
pickle,209.0,0.06385351798494283
pickle,209.0,0.06394646342596895
pickle,210.0,0.06403940886699508
pickle,210.0,0.0641323543080212
pickle,210.0,0.06422529974904731
pickle,211.0,0.06431824519007343
pickle,211.0,0.06441119063109954
pickle,211.0,0.06450413607212566
pickle,211.0,0.06459708151315179
pickle,211.0,0.0646900269541779
pickle,212.0,0.06478297239520402
pickle,212.0,0.06487591783623013
pickle,212.0,0.06496886327725625
pickle,212.0,0.06506180871828236
pickle,213.0,0.06515475415930849
pickle,213.0,0.06524769960033461
pickle,214.0,0.06534064504136072
pickle,214.0,0.06543359048238684
pickle,214.0,0.06552653592341295
pickle,214.0,0.06561948136443907
pickle,214.0,0.06571242680546518
pickle,215.0,0.06580537224649131
pickle,215.0,0.06589831768751743
pickle,215.0,0.06599126312854355
pickle,216.0,0.06608420856956966
pickle,216.0,0.06617715401059578
pickle,217.0,0.06627009945162189
pickle,217.0,0.06636304489264802
pickle,217.0,0.06645599033367414
pickle,218.0,0.06654893577470025
pickle,218.0,0.06664188121572637
pickle,218.0,0.06673482665675248
pickle,218.0,0.0668277720977786
pickle,218.0,0.06692071753880473
pickle,218.0,0.06701366297983084
pickle,219.0,0.06710660842085696
pickle,219.0,0.06719955386188307
pickle,219.0,0.06729249930290919
pickle,219.0,0.0673854447439353
pickle,219.0,0.06747839018496143
pickle,220.0,0.06757133562598755
pickle,220.0,0.06766428106701367
pickle,220.0,0.06775722650803978
pickle,221.0,0.0678501719490659
pickle,221.0,0.06794311739009201
pickle,222.0,0.06803606283111813
pickle,222.0,0.06812900827214426
pickle,222.0,0.06822195371317037
pickle,222.0,0.06831489915419649
pickle,222.0,0.0684078445952226
pickle,222.0,0.06850079003624872
pickle,222.0,0.06859373547727483
pickle,222.0,0.06868668091830096
pickle,222.0,0.06877962635932708
pickle,222.0,0.0688725718003532
pickle,222.0,0.06896551724137931
pickle,223.0,0.06905846268240542
pickle,223.0,0.06915140812343154
pickle,223.0,0.06924435356445767
pickle,223.0,0.06933729900548379
pickle,224.0,0.0694302444465099
pickle,224.0,0.06952318988753602
pickle,224.0,0.06961613532856213
pickle,224.0,0.06970908076958825
pickle,225.0,0.06980202621061438
pickle,225.0,0.06989497165164049
pickle,225.0,0.06998791709266661
pickle,225.0,0.07008086253369272
pickle,225.0,0.07017380797471884
pickle,226.0,0.07026675341574495
pickle,226.0,0.07035969885677107
pickle,226.0,0.0704526442977972
pickle,226.0,0.07054558973882331
pickle,227.0,0.07063853517984943
pickle,227.0,0.07073148062087554
pickle,227.0,0.07082442606190166
pickle,228.0,0.07091737150292778
pickle,228.0,0.0710103169439539
pickle,228.0,0.07110326238498002
pickle,228.0,0.07119620782600614
pickle,228.0,0.07128915326703225
pickle,228.0,0.07138209870805837
pickle,229.0,0.07147504414908448
pickle,229.0,0.07156798959011061
pickle,229.0,0.07166093503113673
pickle,230.0,0.07175388047216284
pickle,230.0,0.07184682591318896
pickle,230.0,0.07193977135421507
pickle,231.0,0.07203271679524119
pickle,231.0,0.0721256622362673
pickle,231.0,0.07221860767729343
pickle,232.0,0.07231155311831955
pickle,232.0,0.07240449855934566
pickle,232.0,0.07249744400037178
pickle,232.0,0.0725903894413979
pickle,232.0,0.07268333488242401
pickle,232.0,0.07277628032345014
pickle,233.0,0.07286922576447626
pickle,233.0,0.07296217120550237
pickle,233.0,0.07305511664652849
pickle,234.0,0.0731480620875546
pickle,234.0,0.07324100752858072
pickle,234.0,0.07333395296960685
pickle,234.0,0.07342689841063296
pickle,234.0,0.07351984385165908
pickle,234.0,0.0736127892926852
pickle,235.0,0.07370573473371131
pickle,235.0,0.07379868017473742
pickle,236.0,0.07389162561576355
pickle,236.0,0.07398457105678967
pickle,236.0,0.07407751649781578
pickle,236.0,0.0741704619388419
pickle,236.0,0.07426340737986802
pickle,236.0,0.07435635282089413
pickle,236.0,0.07444929826192025
pickle,236.0,0.07454224370294638
pickle,237.0,0.07463518914397249
pickle,237.0,0.0747281345849986
pickle,237.0,0.07482108002602472
pickle,237.0,0.07491402546705084
pickle,238.0,0.07500697090807695
pickle,238.0,0.07509991634910308
pickle,239.0,0.0751928617901292
pickle,239.0,0.07528580723115531
pickle,239.0,0.07537875267218143
pickle,239.0,0.07547169811320754
pickle,239.0,0.07556464355423366
pickle,240.0,0.07565758899525979
pickle,240.0,0.0757505344362859
pickle,241.0,0.07584347987731202
pickle,241.0,0.07593642531833814
pickle,241.0,0.07602937075936425
pickle,241.0,0.07612231620039037
