lib,tbt_ms,cdf
pickle,34.99999886650157,9.294544102611767e-05
pickle,34.999995467411416,0.00018589088205223534
pickle,35.999989513546915,0.000278836323078353
pickle,36.99998084550897,0.0003717817641044707
pickle,37.99996927175373,0.00046472720513058836
pickle,37.99995576505568,0.000557672646156706
pickle,37.99993981001427,0.0006506180871828237
pickle,37.99992140891787,0.0007435635282089414
pickle,37.99990056405488,0.000836508969235059
pickle,37.99987727771368,0.0009294544102611767
pickle,37.999851552182655,0.0010223998512872944
pickle,37.9998233897502,0.001115345292313412
pickle,37.999792792704675,0.0012082907333395296
pickle,37.99975976333449,0.0013012361743656475
pickle,38.999717048768225,0.001394181615391765
pickle,38.99967816458348,0.0014871270564178827
pickle,38.999636791111335,0.0015800724974440003
pickle,38.9995929307004,0.001673017938470118
pickle,38.99954658569929,0.0017659633794962356
pickle,38.9994977584566,0.0018589088205223534
pickle,38.99944645132093,0.001951854261548471
pickle,38.9993926666409,0.0020447997025745887
pickle,38.99933640676511,0.0021377451436007063
pickle,40.99924063168535,0.002230690584626824
pickle,41.999156199345336,0.0023236360256529416
pickle,42.999065907085054,0.0024165814666790592
pickle,42.998992986612514,0.002509526907705177
pickle,42.99891735002542,0.002602472348731295
pickle,42.99883899991327,0.0026954177897574125
pickle,42.998757938865545,0.00278836323078353
pickle,42.998674169471734,0.002881308671809648
pickle,43.99855485000323,0.0029742541128357654
pickle,44.99842867953889,0.003067199553861883
pickle,44.998332527206784,0.0031601449948880007
pickle,44.99823355139873,0.0032530904359141183
pickle,44.99813175482465,0.003346035876940236
pickle,44.99802714019448,0.0034389813179663536
pickle,44.997919710218156,0.003531926758992471
pickle,44.99780946760561,0.0036248722000185893
pickle,46.99759403351417,0.003717817641044707
pickle,46.997473024436495,0.0038107630820708245
pickle,46.99734908620764,0.003903708523096942
pickle,47.99716311999115,0.003996653964123059
pickle,47.99703057050341,0.004089599405149177
pickle,47.99689503821392,0.0041825448461752955
pickle,47.99675652601326,0.004275490287201413
pickle,47.996615036792015,0.004368435728227531
pickle,47.99647057344079,0.004461381169253648
pickle,47.99632313885017,0.004554326610279766
pickle,47.996172735910754,0.004647272051305883
pickle,47.99601936751313,0.004740217492332001
pickle,47.99586303654789,0.0048331629333581184
pickle,48.995614240611985,0.0049261083743842365
pickle,48.99544861302852,0.005019053815410354
pickle,48.99527997000972,0.005111999256436472
pickle,48.99510831450639,0.00520494469746259
pickle,48.994933649469345,0.005297890138488707
pickle,48.9947559778494,0.005390835579514825
pickle,48.994575302597376,0.005483781020540942
pickle,48.99439162666407,0.00557672646156706
pickle,48.9942049530003,0.0056696719025931775
pickle,48.99401528455688,0.005762617343619296
pickle,48.99382262428463,0.005855562784645413
pickle,48.99362697513435,0.005948508225671531
pickle,48.99342834005686,0.006041453666697648
pickle,48.993226722002966,0.006134399107723766
pickle,48.99302212392348,0.006227344548749884
pickle,49.99266790690737,0.006320289989776001
pickle,50.99230212191922,0.0064132354308021194
pickle,50.99207988634738,0.006506180871828237
pickle,50.99185456140128,0.006599126312854355
pickle,50.991626150152165,0.006692071753880472
pickle,50.99139465567129,0.00678501719490659
pickle,51.99098674928539,0.006877962635932707
pickle,52.99056644613453,0.006970908076958825
pickle,52.99031628016046,0.007063853517984942
pickle,52.990062922810345,0.0071567989590110605
pickle,52.989806377275904,0.0072497444000371785
pickle,52.98954664674882,0.007342689841063296
pickle,52.989283734420795,0.007435635282089414
pickle,52.98901764348352,0.007528580723115531
pickle,53.988536082357534,0.007621526164141649
pickle,53.98825850342626,0.007714471605167766
pickle,53.98797769566774,0.007807417046193884
pickle,53.98769366233386,0.007900362487220002
pickle,53.987406406676556,0.007993307928246119
pickle,53.98711593194774,0.008086253369272238
pickle,53.98682224139932,0.008179198810298355
pickle,53.98652533828322,0.008272144251324472
pickle,54.98597013744119,0.008365089692350591
pickle,54.9856612019363,0.008458035133376708
pickle,54.98534900430814,0.008550980574402825
pickle,54.98503354786885,0.008643926015428943
pickle,54.98471483593056,0.008736871456455061
pickle,54.98439287180542,0.008829816897481179
pickle,54.98406765880556,0.008922762338507296
pickle,54.983739200243114,0.009015707779533413
pickle,54.98340749943022,0.009108653220559532
pickle,54.983072559679016,0.00920159866158565
pickle,54.98273438430164,0.009294544102611766
pickle,54.98239297661022,0.009387489543637885
pickle,54.9820483399169,0.009480434984664003
pickle,54.98170047753382,0.00957338042569012
pickle,54.981349392773105,0.009666325866716237
pickle,54.980995088946905,0.009759271307742356
pickle,54.98063756936735,0.009852216748768473
pickle,54.98027683734657,0.00994516218979459
pickle,54.979912896196716,0.010038107630820707
